Taxa	D3.1	P9.V1	P10.V5	P7.V1	P8.V2	P10.V3	P7.V5	P10.V4	P8.V3	P10.V2	P9.V5	D2.1	P8.V4	P8.V5	P9.V2	P10.V1	D1.2	P9.V4	P8.V1	P7.V4	P9.V3	P7.V3	D1.1	P7.V2
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|strain_unclassified Ruminococcaceae (miscellaneous)|s_Ruminococcaceae bacterium CPB6|strain_Ruminococcaceae bacterium CPB6 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.00010073536818777072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Hafniaceae|g_Obesumbacterium|s_Obesumbacterium proteus|strain_Obesumbacterium proteus unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus casei group|strain_Lactobacillus paracasei ATCC 334	0.0	0.0	0.0014088759182851968	0.0	0.0	0.003724582242802496	0.0	0.0	0.0	0.004528074059166835	0.0	0.0	0.0	0.0024103645676408557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides sp. CT06|strain_Parabacteroides sp. CT06 unknown	0.0008029709926728897	0.00171613163739148	0.0012076079299587399	0.0026339783203322862	0.0012039731112671818	0.0014093013891685123	0.006245592827641784	0.0030257186081694403	0.0017144009681323116	0.0016099818877037635	0.0014061872237846526	0.002122498483929654	0.002311557788944724	0.0016069097117605705	0.0012191405059433099	0.0	0.0010050251256281408	0.0007037297677691767	0.0003009932778167954	0.0019234662887224134	0.0006024701275228437	0.00222244671178907	0.0008042625917362018	0.001415714430174942
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes shahii|strain_Alistipes shahii unknown	0.00040148549633644485	0.019987886129618413	0.0011069739357955116	0.003343126329652517	0.003110263870773553	0.001107308234346688	0.013800745441724589	0.0010085728693898135	0.0016135538523598227	0.0011068625477963373	0.004519887505022097	0.00545785324439054	0.0008040201005025126	0.0013056141408054637	0.02529716549832368	0.00020090406830738323	0.001407035175879397	0.018296973961998593	0.00010033109260559848	0.009516096375784572	0.02741239080228939	0.0036367309829275687	0.0020106564793405048	0.012336940034381638
d_Bacteria|strain_unclassified Bacteria (miscellaneous)|s_bacterium MS4|s_bacterium MS4|s_bacterium MS4|s_bacterium MS4|s_bacterium MS4|strain_bacterium MS4 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.00010073536818777072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella oralis|strain_Prevotella oralis unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010062386798148522	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Provencibacterium|s_Provencibacterium massiliense|strain_Provencibacterium massiliense unknown	0.00030111412225233364	0.00010094891984655764	0.00020126798832645668	0.0	0.0001003310926055985	0.000201328769881216	0.00010073536818777072	0.00010085728693898135	0.00020169423154497784	0.00010062386798148522	0.0001004419445560466	0.0	0.0	0.00010043185698503566	0.0	0.00010045203415369161	0.00010050251256281407	0.00010053282396702523	0.0007023176482391894	0.0	0.00010041168792047396	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus flavefaciens|strain_Ruminococcus flavefaciens AE3010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Flavonifractor|s_Flavonifractor plautii|strain_Flavonifractor plautii ATCC 29863	0.0	0.0	0.0	0.02877114780670651	0.0	0.0	0.013397803968973505	0.002924861321230459	0.0	0.0	0.0	0.0	0.014773869346733668	0.008536707843728031	0.0	0.0034153691612255153	0.0	0.0	0.0	0.004251872848754808	0.0	0.0027275482371956765	0.0	0.004651633127717667
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Massilimaliae|s_Massilimaliae timonensis|strain_Massilimaliae timonensis unknown	0.0	0.00010094891984655764	0.00010063399416322834	0.0	0.000200662185211197	0.000100664384940608	0.0	0.00010085728693898135	0.00010084711577248892	0.00010062386798148522	0.0	0.0	0.00020100502512562814	0.0006025911419102139	0.0001015950421619425	0.00010045203415369161	0.00010050251256281407	0.00010053282396702523	0.00010033109260559848	0.0	0.00010041168792047396	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Neglecta|s_Neglecta sp. Marseille-P3890|strain_Neglecta sp. Marseille-P3890 unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.00010073536818777072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenella|s_Christensenella minuta|strain_Christensenella minuta unknown	0.00020074274816822243	0.00010094891984655764	0.0007044379591425984	0.0002026137169486374	0.000401324370422394	0.0005033219247030401	0.0007051475773143951	0.0004034291477559254	0.00040338846308995567	0.0011068625477963373	0.0002008838891120932	0.00030321406913280777	0.0	0.00020086371397007131	0.0001015950421619425	0.0009040683073832245	0.0007035175879396985	0.00020106564793405046	0.00010033109260559848	0.0005061753391374772	0.00020082337584094792	0.0004040812203252854	0.0008042625917362018	0.0005056122964910508
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus sp. CCUG 60358|strain_Haemophilus sp. CCUG 60358 unknown	0.0	0.0	0.0	0.0	0.0	0.000100664384940608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus faecis|strain_Ruminococcus faecis unknown	0.0	0.0	0.00020126798832645668	0.0001013068584743187	0.0	0.000201328769881216	0.0	0.0	0.0	0.00010062386798148522	0.0	0.0001010713563776026	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.00010123506782749544	0.00010041168792047396	0.00010102030508132135	0.00020106564793405046	0.0002022449185964203
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia sp. OF03-15BH|strain_Blautia sp. OF03-15BH unknown	0.0	0.0	0.0	0.0	0.0	0.000100664384940608	0.0	0.0	0.0	0.00010062386798148522	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes senegalensis|strain_Alistipes senegalensis unknown	0.00010037137408411121	0.0009085402786190187	0.0005031699708161417	0.0001013068584743187	0.0007023176482391895	0.0005033219247030401	0.0013095597864410194	0.0007060010085728696	0.0003025413473174667	0.0005031193399074261	0.0002008838891120932	0.0002021427127552052	0.00020100502512562814	0.00020086371397007131	0.0011175454637813674	0.0011049723756906078	0.00020100502512562814	0.0012063938876043028	0.0	0.00020247013565499088	0.0012049402550456873	0.00010102030508132135	0.0003015984719010757	0.0002022449185964203
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium adolescentis|strain_Bifidobacterium adolescentis DSM 20087	0.0	0.0038360589541691905	0.05343665090067424	0.0	0.023678137854921243	0.0	0.0	0.0	0.0	0.015697323405111693	0.15267175572519082	0.0	0.0	0.0	0.02610992583561922	0.0	0.01577889447236181	0.0016085251834724037	0.0	0.0	0.00813334672155839	0.0	0.0040213129586810096	0.0
d_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Cloacibacillus|s_Cloacibacillus evryensis|strain_Cloacibacillus evryensis unknown	0.0	0.0	0.00010063399416322834	0.0	0.000401324370422394	0.000100664384940608	0.0	0.0	0.0006050826946349334	0.00010062386798148522	0.0	0.0	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0005026641198351262	0.0	0.0	0.0007028818154433177	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Eggerthellales|f_Eggerthellaceae|g_Enterorhabdus|s_Enterorhabdus caecimuris|strain_Enterorhabdus caecimuris unknown	0.0	0.00010094891984655764	0.00010063399416322834	0.0	0.000200662185211197	0.000100664384940608	0.0	0.0002017145738779627	0.00010084711577248892	0.0	0.0	0.0	0.0	0.00010043185698503566	0.0001015950421619425	0.0008036162732295329	0.00010050251256281407	0.0	0.0	0.0	0.0	0.00010102030508132135	0.0	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus faecium|strain_Enterococcus faecium Aus0004	0.0007025996185887785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020086371397007131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004021312958681009	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Oribacterium|s_Oribacterium sp. oral taxon 108|strain_Oribacterium sp. oral taxon 108 str. F0425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_Actinomyces meyeri|strain_Actinomyces meyeri unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_Clostridiales incertae sedis|f_Clostridiales Family XIII. Incertae Sedis|s_[Eubacterium] sulci|strain_[Eubacterium] sulci unknown	0.0	0.0	0.0	0.0	0.0001003310926055985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010033109260559848	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus mutans|strain_Streptococcus mutans unknown	0.0	0.0006056935190793458	0.0005031699708161417	0.0	0.0	0.000301993154821824	0.00010073536818777072	0.0002017145738779627	0.0	0.0	0.000502209722780233	0.0	0.0	0.0	0.0006095702529716549	0.0	0.0	0.00010053282396702523	0.0	0.0	0.0005020584396023698	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia wexlerae|strain_Blautia wexlerae AGR2146	0.00030111412225233364	0.0002018978396931153	0.0008050719533058267	0.0	0.0	0.0009059794644654721	0.0	0.0007060010085728696	0.00010084711577248892	0.0011068625477963373	0.0	0.00030321406913280777	0.0	0.00010043185698503566	0.0001015950421619425	0.0022099447513812156	0.0005025125628140704	0.0	0.0	0.00020247013565499088	0.0	0.00010102030508132135	0.0007037297677691767	0.0002022449185964203
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_unclassified Clostridiales (miscellaneous)|s_Clostridiales bacterium VE202-14|s_Clostridiales bacterium VE202-14|strain_Clostridiales bacterium VE202-14 unknown	0.0	0.0	0.0	0.0	0.000200662185211197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.00020066218521119696	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides merdae|strain_Parabacteroides merdae unknown	0.0	0.0	0.0	0.0001013068584743187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus|s_Enterococcus faecium|strain_Enterococcus faecium FB129-CNAB4	0.0	0.0	0.0	0.0	0.002909601685562356	0.0	0.0	0.0	0.01936264622831787	0.0	0.0	0.01283606225995553	0.0	0.0	0.0	0.0	0.0	0.0	0.0034112571485903484	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium|s_[Eubacterium] eligens|strain_[Eubacterium] eligens unknown	0.0036133694670280035	0.004037956793862305	0.004125993760692361	0.0009117617262688683	0.015751981539078964	0.014294342661566336	0.00010073536818777072	0.005950579929399899	0.01865671641791045	0.006037432078889113	0.007934913619927682	0.019708914493632504	0.00010050251256281407	0.00020086371397007131	0.011581834806461444	0.002410848819688599	0.004221105527638191	0.01709058007439429	0.004514899167251931	0.05760275359384491	0.004418114268500854	0.09334276189514093	0.008947421333065246	0.07826878349681465
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes sp. cv1|strain_Alistipes sp. cv1 unknown	0.00010037137408411121	0.0	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.0	0.0	0.00010084711577248892	0.00010062386798148522	0.0	0.0001010713563776026	0.00010050251256281407	0.00020086371397007131	0.0	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Eubacterium|s_Eubacterium plexicaudatum|strain_Eubacterium plexicaudatum unknown	0.0	0.0	0.0	0.0001013068584743187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Alistipes|s_Alistipes finegoldii|strain_Alistipes finegoldii DSM 17242	0.003412626718859782	0.004845548152634767	0.006541209620609842	0.0001013068584743187	0.025584428614427612	0.007952486410308032	0.030422081192706757	0.006656580937972769	0.011093182734973782	0.007244918494666935	0.0014061872237846526	0.004244996967859308	0.00592964824120603	0.010947072411368887	0.00934674387889871	0.00010045203415369161	0.00542713567839196	0.02131295868100935	0.0	0.002530876695687386	0.007430464906115072	0.0008081624406505708	0.013772996883482458	0.004651633127717667
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia producta|strain_Blautia producta ATCC 27340 = DSM 2950	0.0	0.0	0.0	0.0009117617262688683	0.0038125815190127427	0.000100664384940608	0.00020147073637554144	0.00010085728693898135	0.0003025413473174667	0.00010062386798148522	0.0001004419445560466	0.0	0.0003015075376884422	0.003213819423521141	0.0	0.00010045203415369161	0.0	0.0	0.00983244707534865	0.0	0.0	0.0	0.0	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_unclassified Clostridiales (miscellaneous)|s_Clostridiales bacterium 44_9|s_Clostridiales bacterium 44_9|strain_Clostridiales bacterium 44_9 unknown	0.00010037137408411121	0.0003028467595396729	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.0	0.0	0.00010084711577248892	0.0	0.0004017677782241864	0.0	0.0	0.0	0.000203190084323885	0.00010045203415369161	0.00010050251256281407	0.00020106564793405046	0.0	0.00010123506782749544	0.00040164675168189584	0.00010102030508132135	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. A12|strain_Streptococcus sp. A12 unknown	0.00010037137408411121	0.00010094891984655764	0.0	0.0	0.0	0.000100664384940608	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0001010713563776026	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.0	0.0	0.00020082337584094792	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus gordonii|strain_Streptococcus gordonii unknown	0.0	0.0010094891984655764	0.00020126798832645668	0.0	0.0001003310926055985	0.000100664384940608	0.0	0.0	0.00020169423154497784	0.0	0.0014061872237846526	0.0006064281382656155	0.00020100502512562814	0.00010043185698503566	0.0005079752108097125	0.0	0.0	0.0003015984719010757	0.00010033109260559848	0.0	0.002008233758409479	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellamassilia|s_Prevotellamassilia timonensis|strain_Prevotellamassilia timonensis unknown	0.00010037137408411121	0.0002018978396931153	0.0005031699708161417	0.0	0.000401324370422394	0.0005033219247030401	0.00010073536818777072	0.0009077155824508322	0.00010084711577248892	0.0008049909438518817	0.0001004419445560466	0.0001010713563776026	0.00010050251256281407	0.00020086371397007131	0.000203190084323885	0.0005022601707684581	0.0003015075376884422	0.00020106564793405046	0.0	0.00010123506782749544	0.00020082337584094792	0.0	0.00020106564793405046	0.00010112245929821015
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Pelagibacterales|f_Pelagibacteraceae|g_Candidatus Pelagibacter|s_Candidatus Pelagibacter ubique|strain_Candidatus Pelagibacter ubique unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010084711577248892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas|s_Butyricimonas sp. Marseille-P4593|strain_Butyricimonas sp. Marseille-P4593 unknown	0.0005018568704205561	0.0035332121946295173	0.0016101439066116534	0.0005065342923715935	0.001404635296478379	0.001610630159049728	0.0008058829455021658	0.0013111447302067577	0.0012101653892698668	0.00231434896357416	0.0013057452792286058	0.0008085708510208208	0.0011055276381909548	0.0016069097117605705	0.003759016559991872	0.001808136614766449	0.0009045226130653266	0.0037197144867799335	0.0005016554630279924	0.0007086454747924682	0.003614820765137062	0.000606121830487928	0.0008042625917362018	0.0006067347557892609
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Coprobacter|s_Coprobacter sp.|strain_Coprobacter sp. unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus|s_Lactobacillus fermentum|strain_Lactobacillus fermentum F-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017185929648241206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Weissella|s_Weissella cibaria|strain_Weissella cibaria unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010085728693898135	0.0	0.0	0.0	0.0	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella|s_Alloprevotella tannerae|strain_Alloprevotella tannerae unknown	0.0	0.00010094891984655764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0001015950421619425	0.0	0.0	0.0	0.0	0.0	0.00020082337584094792	0.0	0.0	0.0
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|s_Actinomycetaceae bacterium BA112|s_Actinomycetaceae bacterium BA112|strain_Actinomycetaceae bacterium BA112 unknown	0.0	0.00010094891984655764	0.0	0.0	0.0001003310926055985	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010033109260559848	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_[Clostridium] saccharolyticum|strain_[Clostridium] saccharolyticum unknown	0.00020074274816822243	0.0	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.00010073536818777072	0.00010085728693898135	0.00010084711577248892	0.00010062386798148522	0.0	0.0004042854255104104	0.0	0.0	0.0001015950421619425	0.00010045203415369161	0.0004020100502512563	0.0	0.0	0.0005061753391374772	0.00010041168792047396	0.0004040812203252854	0.0003015984719010757	0.0005056122964910508
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Pseudobutyrivibrio|s_Pseudobutyrivibrio ruminis|strain_Pseudobutyrivibrio ruminis unknown	0.0	0.0	0.00010063399416322834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010045203415369161	0.00010050251256281407	0.0	0.0	0.0	0.0	0.0	0.00010053282396702523	0.0
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus anginosus group|strain_Streptococcus anginosus group unknown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001004419445560466	0.0002021427127552052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010041168792047396	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|s_Clostridiaceae bacterium DSM 106076|s_Clostridiaceae bacterium DSM 106076|strain_Clostridiaceae bacterium DSM 106076 unknown	0.00010037137408411121	0.0	0.00010063399416322834	0.0001013068584743187	0.0001003310926055985	0.000100664384940608	0.00010073536818777072	0.0	0.00010084711577248892	0.00010062386798148522	0.0	0.0	0.0	0.00010043185698503566	0.0001015950421619425	0.00020090406830738323	0.00010050251256281407	0.0	0.00010033109260559848	0.00010123506782749544	0.0	0.00010102030508132135	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella provencensis|strain_Olsenella provencensis unknown	0.0	0.00010094891984655764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter coli|strain_Campylobacter coli CVM 41970	0.0	0.0	0.0	0.0002026137169486374	0.0	0.0	0.0	0.0002017145738779627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020100502512562814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Gabonia|s_Gabonia massiliensis|strain_Gabonia massiliensis unknown	0.0	0.0	0.00020126798832645668	0.0	0.000200662185211197	0.000201328769881216	0.003525737886571975	0.00030257186081694405	0.00010084711577248892	0.00030187160394445564	0.0001004419445560466	0.0011117849201536284	0.0003015075376884422	0.00020086371397007131	0.000203190084323885	0.0	0.00020100502512562814	0.0003015984719010757	0.0	0.0005061753391374772	0.0005020584396023698	0.0008081624406505708	0.00020106564793405046	0.0002022449185964203
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium|s_Clostridium sp. SY8519|strain_Clostridium sp. SY8519 unknown	0.00020074274816822243	0.00010094891984655764	0.00020126798832645668	0.0001013068584743187	0.0001003310926055985	0.000201328769881216	0.00010073536818777072	0.00010085728693898135	0.00010084711577248892	0.00020124773596297044	0.0001004419445560466	0.0001010713563776026	0.0	0.0	0.0001015950421619425	0.00020090406830738323	0.0003015075376884422	0.00010053282396702523	0.00010033109260559848	0.00020247013565499088	0.00010041168792047396	0.00010102030508132135	0.0003015984719010757	0.0002022449185964203
d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium longum|strain_Bifidobacterium longum subsp. infantis	0.00020074274816822243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008036162732295329	0.0	0.0	0.0	0.0006074104069649726	0.0	0.000303060915243964	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia|s_Blautia sp. OM06-15AC|strain_Blautia sp. OM06-15AC unknown	0.00030111412225233364	0.0002018978396931153	0.00010063399416322834	0.0	0.0	0.000100664384940608	0.00010073536818777072	0.0	0.0	0.00010062386798148522	0.0001004419445560466	0.0	0.0	0.0	0.0001015950421619425	0.00010045203415369161	0.00010050251256281407	0.0	0.0	0.0	0.00020082337584094792	0.0	0.00010053282396702523	0.00010112245929821015
d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|strain_unclassified Clostridiales (miscellaneous)|s_Clostridiales bacterium Choco116|s_Clostridiales bacterium Choco116|strain_Clostridiales bacterium Choco116 unknown	0.002710027100271003	0.001110438118312134	0.0048304317198349595	0.012258129875392564	0.002909601685562356	0.00352325347292128	0.004835297673012994	0.0024205748865355524	0.002722872125857201	0.0041255785872408935	0.0024106066693451184	0.0015160703456640388	0.0006030150753768844	0.0011047504268353922	0.0018287107589149648	0.003616273229532898	0.0020100502512562816	0.002513320599175631	0.0008026487408447879	0.003239522170479854	0.0034139973892961147	0.0016163248813011416	0.0036191816628129083	0.0031347962382445144
